path,true_label,true_label_name,pred_label,pred_label_name,confidence,correct,prob_Stroma,prob_Normal,prob_G3,prob_G4,prob_G5,source,umap_x,umap_y,progression_score,high_conf_wrong,top2_margin,low_margin,near_boundary,transition,uncertainty,lumen_frac,nuclei_frac,epithelial_frac,stroma_frac,epi_stroma_ratio,crowding_index,texture_entropy,glcm_energy,glcm_contrast,glcm_homogeneity,glcm_correlation,sai
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_4416.tif,0,Stroma,0,Stroma,0.9999771,1,0.9999771,9.190378e-07,1.8825663e-06,1.49993475e-05,5.022073e-06,SetA,-5.6263447,-0.5832631,10.29512,0,0.9999621,0,0,0,2.2888184e-05,0.0074125807526864,0.0376184505007857,0.0286027205917366,0.9690004920556816,0.0295177565194596,0.0378993445534172,5.756391329257806,0.2571511892192187,0.2426533864541832,0.8995633466135459,0.8983457667834575,0.3797286471176774
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_791.tif,0,Stroma,0,Stroma,0.9655487,1,0.9655487,0.0018799466,0.0024932455,0.005359521,0.024718564,SetA,-6.0385494,-1.0993259,12.360445,0,0.9408301,0,0,0,0.034451306,0.0483801844415168,0.0349042078697163,0.0294439770797288,0.945794511198235,0.0311314738361354,0.0366786931297125,5.996601670355154,0.2289981229821748,0.2706374501992031,0.8987297097324985,0.9103592090182376,0.4060935155319454
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1250_6916.tif,0,Stroma,0,Stroma,0.999584,1,0.999584,2.361895e-06,2.98358e-06,0.0003914832,1.9129135e-05,SetA,-5.8808227,-0.29429257,10.845501,0,0.99919254,0,0,0,0.00041598082,0.1317756861002206,0.0266503706290376,0.0210631577276551,0.8843827875748004,0.0238167884128717,0.0306952241571177,6.098082291115284,0.1752737261948223,0.2211075697211155,0.906688844621514,0.9316780243257792,0.4615559924282284
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_5541.tif,0,Stroma,0,Stroma,0.9999678,1,0.9999678,1.0722799e-06,8.164522e-08,3.0317673e-05,7.2954293e-07,SetA,-5.8494444,-0.8631894,10.758507,0,0.9999375,0,0,0,3.2186508e-05,0.0088411295058808,0.0464119617148934,0.0350470627450357,0.9620640942207268,0.0364290310339701,0.0468259088130311,5.699223028794846,0.3277693590577927,0.2136812749003983,0.9061330677290836,0.9123390244191878,0.3748075970148173
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1500_916.tif,0,Stroma,0,Stroma,0.9954234,1,0.9954234,0.00019884016,1.9085843e-05,0.004299667,5.8990605e-05,SetA,-5.9153457,0.37022626,9.981451,0,0.99112374,0,0,0,0.0045766234,0.1074586117680671,0.0355073728988428,0.0363645021507595,0.8758273678195584,0.0415201710826771,0.0397822819028019,5.726956739044982,0.2550192911541087,0.2295537848605577,0.9104745019920318,0.9197213892414512,0.4411453581705691
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1625_3666.tif,0,Stroma,0,Stroma,0.9995652,1,0.9995652,2.895612e-05,4.55909e-06,0.0003774914,2.3777191e-05,SetA,-5.754658,-0.17129251,10.521678,0,0.9991877,0,0,0,0.00043481588,0.0216980682846304,0.0123172648053205,0.0093649307153854,0.9782701861875208,0.0095729491173414,0.0125904404515309,5.272847099914407,0.3034389004301518,0.1639601593625498,0.9282841965471448,0.8853184209515629,0.40492559309163995
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1625_6041.tif,0,Stroma,0,Stroma,0.9980562,1,0.9980562,0.0009578228,1.5277948e-05,0.0006581745,0.00031262494,SetA,-5.6527777,-0.2835699,11.294942,0,0.9970983,0,0,0,0.0019438267,0.0323645656418152,0.0617450516658465,0.0592054094379454,0.9262868843351691,0.0639169251332305,0.0638101765016743,5.980586696754566,0.2255426405295154,0.4022709163346614,0.8662276228419655,0.9083529621655844,0.37884675019414693
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1750_8666.tif,0,Stroma,0,Stroma,0.99629635,1,0.99629635,0.0001639677,7.386341e-05,0.003214385,0.0002513808,SetA,-6.0967736,0.19203691,10.701235,0,0.993082,0,0,0,0.0037036538,0.0355391184266916,0.0245392930270948,0.0242535832764559,0.9608260186346248,0.025242429749062,0.0254435074064973,5.671248905380825,0.3172051557594322,0.2041434262948207,0.9159324037184596,0.9251149840802662,0.40519940549238076
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1875_3791.tif,0,Stroma,0,Stroma,0.9999943,1,0.9999943,4.379031e-06,2.3614449e-08,8.8344405e-07,4.3178656e-07,SetA,-5.5599117,-0.42190638,10.740105,0,0.9999899,0,0,0,5.722046e-06,0.0094760400628561,0.0182854240408882,0.0144600879351121,0.981555848319868,0.014731803554391,0.018460336468501,5.695542746878408,0.2260925030396343,0.1924701195219123,0.9231548472775564,0.9517470901353128,0.3936704724722411
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_1875_5416.tif,0,Stroma,0,Stroma,0.9995647,1,0.9995647,8.361011e-06,1.2301151e-06,0.00041493098,1.0805731e-05,SetA,-5.723005,-0.18161374,10.600809,0,0.9991498,0,0,0,0.00043529272,0.0729829685243091,0.0213012491865208,0.0176981317756861,0.9384136759733972,0.0188596268669336,0.0229782468768294,5.911987750319954,0.2105962822177425,0.2571872509960159,0.8930644090305444,0.9113153099042638,0.4297941438315012
