path,true_label,true_label_name,pred_label,pred_label_name,confidence,correct,prob_Stroma,prob_Normal,prob_G3,prob_G4,prob_G5,source
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_1_2117_4512.tif,0,Stroma,0,Stroma,0.99724835,1,0.99724835,1.717777e-05,0.0026820078,1.1628183e-05,4.0879357e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_1_2992_3387.tif,0,Stroma,0,Stroma,0.9838996,1,0.9838996,0.0003284714,0.015195644,0.00020854853,0.00036764744,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_1_3617_4012.tif,0,Stroma,0,Stroma,0.9389181,1,0.9389181,0.032554984,0.027362676,0.00012317447,0.0010410876,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_11222_9869.tif,0,Stroma,0,Stroma,0.99999774,1,0.99999774,7.0855896e-07,9.586226e-07,3.0822953e-08,5.4390597e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_11347_10869.tif,0,Stroma,0,Stroma,0.99971324,1,0.99971324,8.250713e-05,0.00018681768,5.240965e-06,1.21422245e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_11847_9869.tif,0,Stroma,1,Normal,0.60634655,0,0.13323379,0.60634655,0.26020467,6.3455365e-05,0.00015147298,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12097_12244.tif,0,Stroma,0,Stroma,0.9996644,1,0.9996644,4.5323537e-05,0.00026718315,1.2627893e-06,2.1754933e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12472_8119.tif,0,Stroma,0,Stroma,0.9999964,1,0.9999964,5.6528296e-07,1.0224577e-06,1.6415396e-07,1.8328152e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12597_13744.tif,0,Stroma,0,Stroma,0.99981207,1,0.99981207,9.878406e-05,7.79336e-06,4.20953e-06,7.7185025e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12972_13744.tif,0,Stroma,0,Stroma,0.99577063,1,0.99577063,6.5203376e-06,0.0042104996,1.8513002e-06,1.0422542e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13222_7869.tif,0,Stroma,0,Stroma,0.9998293,1,0.9998293,8.8642065e-07,0.0001550067,4.0423397e-06,1.0682944e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14097_10619.tif,0,Stroma,0,Stroma,0.9998876,1,0.9998876,1.5078324e-06,0.000106923675,5.0203283e-07,3.4478833e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14222_13119.tif,0,Stroma,0,Stroma,0.998882,1,0.998882,3.324262e-05,0.0010087186,2.1276124e-05,5.4797303e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14347_13119.tif,0,Stroma,0,Stroma,0.99891806,1,0.99891806,0.00012977826,0.0008789506,1.4411502e-05,5.8783142e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14722_14994.tif,0,Stroma,0,Stroma,0.99062085,1,0.99062085,0.00034516232,0.008752505,3.1247488e-05,0.00025040333,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14722_9744.tif,0,Stroma,0,Stroma,0.99996865,1,0.99996865,1.6398363e-06,2.2089234e-06,1.6042131e-06,2.5833073e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_1472_12744.tif,0,Stroma,0,Stroma,0.9599156,1,0.9599156,0.00014145751,0.03989905,2.0040185e-05,2.39674e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15222_13369.tif,0,Stroma,0,Stroma,0.99994135,1,0.99994135,4.0527525e-06,4.7692178e-05,3.9716122e-07,6.609835e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15222_7494.tif,0,Stroma,0,Stroma,0.9999628,1,0.9999628,2.2762138e-06,3.177143e-05,1.3584443e-06,1.8275401e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15472_17119.tif,0,Stroma,0,Stroma,0.9999858,1,0.9999858,2.6374684e-07,9.860491e-06,2.1063055e-07,3.8197218e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15722_14494.tif,0,Stroma,0,Stroma,0.99074614,1,0.99074614,0.008083489,0.0010376258,0.00011731753,1.5389696e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15972_18869.tif,0,Stroma,0,Stroma,0.9999974,1,0.9999974,1.9735953e-07,6.4754477e-07,1.7476715e-07,1.6649154e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15972_5994.tif,0,Stroma,0,Stroma,0.9976412,1,0.9976412,1.1085049e-05,0.0022895327,4.2858096e-06,5.3966774e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16097_11744.tif,0,Stroma,0,Stroma,0.943698,1,0.943698,4.8248075e-05,0.055575863,5.1878815e-05,0.00062605017,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16097_9619.tif,0,Stroma,0,Stroma,0.99991035,1,0.99991035,2.2161712e-06,6.3678715e-05,1.0366549e-06,2.276293e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16597_18494.tif,0,Stroma,0,Stroma,0.99999976,1,0.99999976,1.02713514e-07,1.779037e-08,3.8008587e-09,1.1221279e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16597_9869.tif,0,Stroma,0,Stroma,0.9995259,1,0.9995259,7.999978e-06,0.000404275,5.0090375e-06,5.6819437e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16972_11869.tif,0,Stroma,0,Stroma,0.99999833,1,0.99999833,4.9793577e-08,1.0428606e-06,2.8164754e-08,4.230073e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16972_13494.tif,0,Stroma,0,Stroma,0.9987544,1,0.9987544,3.0393355e-06,0.0012336422,1.7581871e-06,7.2410953e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16972_14619.tif,0,Stroma,0,Stroma,0.999997,1,0.999997,1.9769212e-07,1.4861932e-06,4.8684484e-07,7.973932e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17097_17869.tif,0,Stroma,0,Stroma,1.0,1,1.0,1.8547986e-09,4.6960025e-10,2.7154299e-09,3.5885879e-09,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_5119.tif,0,Stroma,0,Stroma,0.9999684,1,0.9999684,5.4620006e-07,2.9017625e-05,4.506041e-07,1.681534e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_5869.tif,0,Stroma,2,G3,0.760014,0,0.2394906,0.00039309295,0.760014,8.530899e-05,1.7058264e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17597_7369.tif,0,Stroma,0,Stroma,0.99989974,1,0.99989974,7.339775e-07,4.1212243e-05,5.558922e-06,5.264324e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17972_13994.tif,0,Stroma,0,Stroma,0.99892247,1,0.99892247,9.075432e-05,0.0008568475,3.0830583e-05,9.912007e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17972_8494.tif,0,Stroma,0,Stroma,0.99999976,1,0.99999976,3.5751215e-09,9.2262354e-08,3.5163863e-09,6.653754e-08,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18222_18244.tif,0,Stroma,0,Stroma,0.99999714,1,0.99999714,6.1032154e-08,1.9470889e-07,7.269931e-07,1.7334844e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18472_19994.tif,0,Stroma,0,Stroma,0.9999815,1,0.9999815,1.3319607e-06,3.5118437e-06,4.959127e-07,1.3248164e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18597_10994.tif,0,Stroma,0,Stroma,0.9999777,1,0.9999777,1.3563161e-07,9.945285e-06,8.213116e-08,1.2176192e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18972_11869.tif,0,Stroma,0,Stroma,0.99021333,1,0.99021333,1.3045901e-05,0.009728015,1.3306661e-05,3.2341122e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19097_11119.tif,0,Stroma,0,Stroma,0.9991798,1,0.9991798,6.851254e-05,0.00063594396,8.995808e-06,0.00010672221,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19347_19994.tif,0,Stroma,0,Stroma,0.9995371,1,0.9995371,1.6594824e-05,6.9107926e-05,3.8813255e-06,0.00037333462,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19597_13619.tif,0,Stroma,0,Stroma,0.99997973,1,0.99997973,4.842087e-07,1.3947925e-05,4.2426154e-07,5.383382e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19597_20869.tif,0,Stroma,0,Stroma,0.99992645,1,0.99992645,5.858916e-07,7.139724e-06,5.163931e-07,6.5313456e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19722_14869.tif,0,Stroma,0,Stroma,0.9999374,1,0.9999374,1.6805071e-06,8.7226806e-07,5.8394842e-05,1.6272197e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19847_3244.tif,0,Stroma,0,Stroma,0.9798609,1,0.9798609,2.6292711e-05,0.00017126912,7.903773e-05,0.019862505,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19972_6369.tif,0,Stroma,0,Stroma,0.9996402,1,0.9996402,2.9479936e-06,0.00030418922,4.0361833e-06,4.8486258e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20097_18744.tif,0,Stroma,0,Stroma,0.9999956,1,0.9999956,1.183639e-08,1.7901074e-06,4.7377764e-08,2.6287366e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_23244.tif,0,Stroma,0,Stroma,0.99933976,1,0.99933976,1.8940322e-05,0.00034018012,0.00012245566,0.00017858738,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20722_13369.tif,0,Stroma,0,Stroma,0.9997242,1,0.9997242,0.000105020175,0.00012749467,6.8035197e-06,3.6409343e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20847_8619.tif,0,Stroma,0,Stroma,0.9999962,1,0.9999962,9.304437e-08,1.6719988e-06,6.7558695e-08,2.0513382e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_21619.tif,0,Stroma,0,Stroma,0.9999192,1,0.9999192,1.2386999e-05,8.870556e-06,3.527898e-06,5.602403e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21097_18369.tif,0,Stroma,0,Stroma,0.9998362,1,0.9998362,2.770254e-06,1.6946464e-05,3.9523547e-06,0.000140114,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21347_7869.tif,0,Stroma,0,Stroma,0.9999279,1,0.9999279,4.4322337e-07,5.282472e-05,3.942084e-07,1.8420564e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21472_4994.tif,0,Stroma,0,Stroma,0.99989116,1,0.99989116,4.924481e-06,7.101672e-05,6.3972248e-06,2.6514064e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21472_8244.tif,0,Stroma,0,Stroma,0.99990964,1,0.99990964,9.3994544e-07,5.8680493e-05,5.976942e-07,3.0157717e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21597_14744.tif,0,Stroma,0,Stroma,0.9999982,1,0.9999982,2.4944306e-08,9.4895677e-07,1.7165426e-07,6.0952794e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21597_9619.tif,0,Stroma,0,Stroma,0.9999981,1,0.9999981,2.544444e-08,6.141491e-07,2.452528e-08,1.2650275e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21722_16869.tif,0,Stroma,0,Stroma,0.9999858,1,0.9999858,5.2223392e-08,1.258084e-05,5.2148543e-08,1.4639967e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21972_16119.tif,0,Stroma,0,Stroma,0.99999833,1,0.99999833,1.9212152e-08,1.3418194e-06,4.7450306e-09,3.055802e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21972_4619.tif,0,Stroma,0,Stroma,0.99999714,1,0.99999714,7.7475005e-07,1.7594577e-07,8.128355e-08,1.8815145e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22222_12994.tif,0,Stroma,0,Stroma,0.999998,1,0.999998,1.2749278e-07,4.0878035e-07,3.9845524e-08,1.5456883e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22222_18244.tif,0,Stroma,0,Stroma,0.99997103,1,0.99997103,1.3546105e-06,2.1154157e-05,2.2330705e-06,4.346116e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22222_8994.tif,0,Stroma,0,Stroma,0.9999999,1,0.9999999,1.5943021e-08,4.8168047e-08,1.4859545e-07,4.0159644e-08,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22347_18494.tif,0,Stroma,0,Stroma,0.9999739,1,0.9999739,1.569006e-07,1.8141824e-06,1.3479081e-06,2.2773453e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22472_14244.tif,0,Stroma,0,Stroma,0.9999993,1,0.9999993,1.0751654e-08,1.9603648e-07,2.3664343e-08,4.543654e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22722_17619.tif,0,Stroma,0,Stroma,0.99698454,1,0.99698454,1.3733065e-05,0.00041790042,2.6062567e-05,0.00255771,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22972_4994.tif,0,Stroma,0,Stroma,0.99999785,1,0.99999785,1.0594165e-07,6.1568545e-07,8.630262e-08,1.2792191e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22972_5494.tif,0,Stroma,0,Stroma,0.9997631,1,0.9997631,2.7545248e-06,0.00021844497,3.6366355e-06,1.205915e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_22972_6619.tif,0,Stroma,0,Stroma,0.99996746,1,0.99996746,3.044008e-06,9.684536e-06,1.6272717e-06,1.8270546e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23222_2494.tif,0,Stroma,0,Stroma,0.9999877,1,0.9999877,2.9488634e-08,4.2202428e-06,3.9782694e-08,7.946011e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23347_1994.tif,0,Stroma,0,Stroma,0.99996805,1,0.99996805,6.448165e-06,3.7113862e-06,6.2687315e-07,2.1242378e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23347_7744.tif,0,Stroma,0,Stroma,0.99999535,1,0.99999535,7.467113e-08,3.6630527e-06,9.7843255e-08,8.108749e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23472_6744.tif,0,Stroma,0,Stroma,0.9999949,1,0.9999949,2.442012e-07,3.39289e-06,1.5432599e-07,1.3803915e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23597_10244.tif,0,Stroma,0,Stroma,0.9999994,1,0.9999994,1.11781674e-07,2.7325348e-07,2.2427443e-08,2.0817588e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23597_2744.tif,0,Stroma,0,Stroma,0.99992,1,0.99992,2.6143032e-06,4.277789e-05,9.851792e-07,3.3616037e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23847_11994.tif,0,Stroma,0,Stroma,0.99995387,1,0.99995387,2.823159e-06,3.1146625e-05,4.3071955e-07,1.1849512e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_23972_4744.tif,0,Stroma,0,Stroma,0.99999857,1,0.99999857,2.574508e-07,2.4046287e-07,9.762453e-08,8.487451e-07,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_24097_3369.tif,0,Stroma,0,Stroma,0.9999896,1,0.9999896,4.93153e-07,1.0335604e-06,2.1853018e-07,8.6194495e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_24222_10119.tif,0,Stroma,0,Stroma,0.999966,1,0.999966,2.0300064e-07,1.2104538e-06,2.8376468e-07,3.2261585e-05,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_24222_2869.tif,0,Stroma,0,Stroma,0.9999963,1,0.9999963,5.6676438e-08,2.0351776e-07,1.1517928e-07,3.3132524e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_24472_13994.tif,0,Stroma,0,Stroma,0.99999964,1,0.99999964,1.26280195e-08,2.1712371e-07,1.0616182e-09,9.3381956e-08,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_24847_4494.tif,0,Stroma,0,Stroma,0.99999666,1,0.99999666,1.2620463e-07,1.7533095e-07,5.7182568e-08,2.972455e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_3347_11369.tif,0,Stroma,0,Stroma,0.9998673,1,0.9998673,1.4084877e-06,0.00012639168,4.828959e-07,4.4204353e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_3472_11744.tif,0,Stroma,0,Stroma,0.9988695,1,0.9988695,9.098157e-07,0.0011238472,2.5334396e-07,5.4842076e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_4097_12869.tif,0,Stroma,0,Stroma,0.9995901,1,0.9995901,3.7026243e-06,0.0003999382,6.3807835e-07,5.74562e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_4472_13369.tif,0,Stroma,0,Stroma,0.9986965,1,0.9986965,1.4419846e-06,0.0012986554,8.682602e-07,2.573316e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_5097_9869.tif,0,Stroma,0,Stroma,0.9999813,1,0.9999813,1.3148334e-05,1.438843e-06,1.8787074e-06,2.2241732e-06,SetB
Data/SetB/251_Test_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_5597_10369.tif,0,Stroma,0,Stroma,0.999959,1,0.999959,6.1864584e-06,2.6003943e-05,7.218799e-07,8.111599e-06,SetB
