path,class_name,class_idx,split
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1000_3166.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_1666.tif,Stroma,0,val
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_2166.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_3041.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_3291.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_4666.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_7541.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1125_7791.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1250_1291.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1250_2916.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1250_4541.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1250_5291.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1250_6416.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1250_8541.tif,Stroma,0,val
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_1166.tif,Stroma,0,val
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_3416.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_4416.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_6791.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_8041.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_8666.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1375_916.tif,Stroma,0,val
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1500_2291.tif,Stroma,0,val
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1500_6416.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1500_6916.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1625_3916.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1625_4791.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1625_5166.tif,Stroma,0,train
Data/SetA/251_Train_A/Stroma/11257_14_A13_Scan1_Stroma_1_1750_1541.tif,Stroma,0,val
